"No.","Time","Source","Signal strength (dBm)","Sequence number","SSID","Supported Rates","Extended Supported Rates","HT Capabilities Info","A-MPDU Parameters","HT Extended Capabilities","Tag Number","Transmit Beam Forming (TxBF) Capabilities (VS)","Channel","UUID Enrollee","Primary Device Type","Model Name","Model Number","Device Name","Vendor Extension","Vendor ID","OUI"
"1226","2017-07-12 13:04:03.774362394","c0:ee:fb:5e:49:36","-59","3378","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1244","2017-07-12 13:04:03.806212690","c0:ee:fb:5e:49:36","-59","3381","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"4312","2017-07-12 13:04:14.312040813","78:9f:70:01:77:fe","-59","705","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific","","1","","","","","","","","00-50-f2,00-10-18"
"5612","2017-07-12 13:04:23.833348213","c0:ee:fb:5e:49:36","-49","3421","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"5613","2017-07-12 13:04:23.834822700","c0:ee:fb:5e:49:36","-49","3422","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"5619","2017-07-12 13:04:23.844851297","c0:ee:fb:5e:49:36","-49","3423","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"5626","2017-07-12 13:04:23.854819632","c0:ee:fb:5e:49:36","-50","3424","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"5635","2017-07-12 13:04:23.883712797","c0:ee:fb:5e:49:36","-51","3425","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"5636","2017-07-12 13:04:23.885036353","c0:ee:fb:5e:49:36","-51","3426","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"5644","2017-07-12 13:04:23.902925202","c0:ee:fb:5e:49:36","-58","3427","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"26777","2017-07-12 13:06:14.950408143","78:9f:70:01:77:fe","-59","911","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific","","1","","","","","","","","00-50-f2,00-10-18"
"27723","2017-07-12 13:06:19.190526629","50:55:27:ba:bc:f4","-54","3919","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x016e","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10)","","1","","","","","","","",""
"27729","2017-07-12 13:06:19.205693561","50:55:27:ba:bc:f4","-56","3920","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x016e","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10)","","1","","","","","","","",""
"28093","2017-07-12 13:06:21.299193825","78:9f:70:01:77:fe","-59","981","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific","","1","","","","","","","","00-50-f2,00-10-18"
"40013","2017-07-12 13:07:16.792696102","96:59:4a:02:da:95","-52","746","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"42109","2017-07-12 13:07:23.355343088","6c:72:e7:d7:f0:78","-59","3815","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"48151","2017-07-12 13:07:39.917066127","2c:f0:a2:82:eb:62","-59","1905","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"51051","2017-07-12 13:07:50.818685941","b8:5a:73:ba:fc:36","-53","627","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"51059","2017-07-12 13:07:50.838434025","b8:5a:73:ba:fc:36","-49","628","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"51082","2017-07-12 13:07:50.867668281","b8:5a:73:ba:fc:36","-52","629","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"51098","2017-07-12 13:07:50.904788051","b8:5a:73:ba:fc:36","-54","630","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"51113","2017-07-12 13:07:50.937244964","b8:5a:73:ba:fc:36","-54","631","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"51118","2017-07-12 13:07:50.965097676","b8:5a:73:ba:fc:36","-55","632","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"51533","2017-07-12 13:07:53.331580219","80:6a:b0:e5:9b:64","-51","2419","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"51540","2017-07-12 13:07:53.349244283","80:6a:b0:e5:9b:64","-53","2420","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"51541","2017-07-12 13:07:53.350661050","80:6a:b0:e5:9b:64","-54","2421","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"51542","2017-07-12 13:07:53.353328364","80:6a:b0:e5:9b:64","-53","2422","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"63032","2017-07-12 13:09:02.625600783","d0:65:ca:4b:77:d4","-58","3551","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Vendor Specific,Vendor Specific","","1","ad5f04e6ebdd5dfba4b7ca55d7fcaa78","000a0050f2040005","HUAWEI TAG-L01","HUAWEI TAG-L01","TAG-L01","00372a000120","14122","00-50-f2,50-6f-9a"
"65435","2017-07-12 13:09:23.923373483","78:00:9e:5f:8d:92","-58","898","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"65699","2017-07-12 13:09:26.054636572","4c:cb:f5:f4:cc:78","-53","1045","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"65704","2017-07-12 13:09:26.060159390","4c:cb:f5:f4:cc:78","-52","1046","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"65710","2017-07-12 13:09:26.070325372","4c:cb:f5:f4:cc:78","-54","1047","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"65718","2017-07-12 13:09:26.085963597","4c:cb:f5:f4:cc:78","-53","1048","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"65721","2017-07-12 13:09:26.090813424","4c:cb:f5:f4:cc:78","-55","1049","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"65728","2017-07-12 13:09:26.106156966","4c:cb:f5:f4:cc:78","-57","1050","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"65731","2017-07-12 13:09:26.107797111","4c:cb:f5:f4:cc:78","-56","1051","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"65739","2017-07-12 13:09:26.127982808","4c:cb:f5:f4:cc:78","-58","1053","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"66252","2017-07-12 13:09:28.921938576","4c:cb:f5:f4:cc:78","-50","1083","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"66256","2017-07-12 13:09:28.927907546","4c:cb:f5:f4:cc:78","-51","1084","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"66261","2017-07-12 13:09:28.937854636","4c:cb:f5:f4:cc:78","-53","1085","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"66265","2017-07-12 13:09:28.947850738","4c:cb:f5:f4:cc:78","-50","1086","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"66272","2017-07-12 13:09:28.965572584","4c:cb:f5:f4:cc:78","-54","1087","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"66273","2017-07-12 13:09:28.967810202","4c:cb:f5:f4:cc:78","-53","1088","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"66283","2017-07-12 13:09:29.021163854","4c:cb:f5:f4:cc:78","-54","1093","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"66676","2017-07-12 13:09:31.940333696","78:00:9e:5f:8d:92","-52","913","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"66680","2017-07-12 13:09:31.961089897","78:00:9e:5f:8d:92","-50","914","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"66849","2017-07-12 13:09:32.940995931","78:00:9e:5f:8d:92","-52","923","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"66867","2017-07-12 13:09:32.960706114","78:00:9e:5f:8d:92","-52","925","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"66878","2017-07-12 13:09:32.984821550","78:00:9e:5f:8d:92","-50","927","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"66881","2017-07-12 13:09:33.005335628","78:00:9e:5f:8d:92","-53","928","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"67460","2017-07-12 13:09:37.499494614","4c:cb:f5:f4:cc:78","-57","1101","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x016e","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10)","","1","","","","","","","",""
"67470","2017-07-12 13:09:37.513950413","4c:cb:f5:f4:cc:78","-55","1102","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x016e","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10)","","1","","","","","","","",""
"71144","2017-07-12 13:09:49.044518503","78:00:9e:5f:8d:92","-49","981","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"71149","2017-07-12 13:09:49.064506196","78:00:9e:5f:8d:92","-46","982","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"71219","2017-07-12 13:09:49.403380533","78:00:9e:5f:8d:92","-44","990","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"71234","2017-07-12 13:09:49.422953900","78:00:9e:5f:8d:92","-41","991","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"71242","2017-07-12 13:09:49.447506479","78:00:9e:5f:8d:92","-39","993","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"71250","2017-07-12 13:09:49.466878390","78:00:9e:5f:8d:92","-49","994","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"73392","2017-07-12 13:10:01.637015721","78:00:9e:5f:8d:92","-54","1053","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"73396","2017-07-12 13:10:01.655901666","78:00:9e:5f:8d:92","-49","1054","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"73463","2017-07-12 13:10:01.896638167","78:00:9e:5f:8d:92","-50","1062","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"73485","2017-07-12 13:10:01.918471118","78:00:9e:5f:8d:92","-46","1063","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"73508","2017-07-12 13:10:01.940965212","78:00:9e:5f:8d:92","-47","1065","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"73524","2017-07-12 13:10:01.961392151","78:00:9e:5f:8d:92","-46","1066","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1f","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-10-18"
"74625","2017-07-12 13:10:06.628135610","40:0e:85:35:d1:db","-56","1321","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"74626","2017-07-12 13:10:06.630005856","40:0e:85:35:d1:db","-59","1322","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"74635","2017-07-12 13:10:06.670749785","40:0e:85:35:d1:db","-58","1323","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"74636","2017-07-12 13:10:06.672271921","40:0e:85:35:d1:db","-58","1324","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"74668","2017-07-12 13:10:06.711923929","40:0e:85:35:d1:db","-59","1325","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"76631","2017-07-12 13:10:10.091796484","40:0e:85:35:d1:db","-52","1389","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"76640","2017-07-12 13:10:10.095777083","40:0e:85:35:d1:db","-53","1390","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"76664","2017-07-12 13:10:10.133329963","40:0e:85:35:d1:db","-52","1391","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"76666","2017-07-12 13:10:10.135362392","40:0e:85:35:d1:db","-50","1392","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"76702","2017-07-12 13:10:10.175100380","40:0e:85:35:d1:db","-52","1393","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"76705","2017-07-12 13:10:10.176898550","40:0e:85:35:d1:db","-53","1394","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"76719","2017-07-12 13:10:10.215699985","40:0e:85:35:d1:db","-53","1395","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"76722","2017-07-12 13:10:10.217683439","40:0e:85:35:d1:db","-53","1396","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"76805","2017-07-12 13:10:10.697913441","c0:ee:fb:5e:49:36","-49","3456","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
