"No.","Time","Source","Destination","Signal strength (dBm)","Frequency","Sequence number","SSID","Supported Rates","Extended Supported Rates","HT Capabilities Info","A-MPDU Parameters","HT Extended Capabilities","Tag Number","Rx Modulation and Coding Scheme (One bit per modulation)","Antenna Selection (ASEL) Capabilities (VS)","Transmit Beam Forming (TxBF) Capabilities (VS)","Frequency","Channel","UUID Enrollee","Primary Device Type","Model Name","Model Number","Device Name","Vendor Extension","Vendor ID","OUI"
"2013","2017-07-02 16:25:03.654181820","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2472","46","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2472","13","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2014","2017-07-02 16:25:03.656444002","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2472","47","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2472","13","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2184","2017-07-02 16:25:17.151542600","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-49","2437","3404","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2437","6","","","","","","","","00-10-18,00-90-4c"
"2185","2017-07-02 16:25:17.168013736","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-42","2437","3405","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2437","6","","","","","","","","00-10-18,00-90-4c"
"2186","2017-07-02 16:25:17.183418890","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-43","2437","3406","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2437","6","","","","","","","","00-10-18,00-90-4c"
"2187","2017-07-02 16:25:17.199874618","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-42","2437","3407","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2437","6","","","","","","","","00-10-18,00-90-4c"
"2188","2017-07-02 16:25:17.215200118","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-42","2437","3408","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2437","6","","","","","","","","00-10-18,00-90-4c"
"2189","2017-07-02 16:25:17.231679369","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-43","2437","3409","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2437","6","","","","","","","","00-10-18,00-90-4c"
"2190","2017-07-02 16:25:17.247182013","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-34","2437","3410","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2437","6","","","","","","","","00-10-18,00-90-4c"
"2193","2017-07-02 16:25:17.360727813","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-34","2467","3417","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2467","12","","","","","","","","00-10-18,00-90-4c"
"2195","2017-07-02 16:25:17.375800715","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-46","2467","3418","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2467","12","","","","","","","","00-10-18,00-90-4c"
"2198","2017-07-02 16:25:17.392085896","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-35","2467","3419","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2467","12","","","","","","","","00-10-18,00-90-4c"
"2200","2017-07-02 16:25:17.407380863","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-53","2467","3420","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2467","12","","","","","","","","00-10-18,00-90-4c"
"2201","2017-07-02 16:25:17.423842544","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-46","2467","3421","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2467","12","","","","","","","","00-10-18,00-90-4c"
"2202","2017-07-02 16:25:17.439224971","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-47","2467","3422","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2467","12","","","","","","","","00-10-18,00-90-4c"
"2231","2017-07-02 16:25:19.305106581","00:19:fb:69:2b:aa","ff:ff:ff:ff:ff:ff","-92","2422","2616","","1(B),2(B),5.5(B),11(B),9,18,36,54","6,12,24,48","0x11ee","0x13","0x0c00","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10)","","","","2422","3","","","","","","","",""
"2298","2017-07-02 16:25:22.777957080","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-45","2422","3468","Attila","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"2304","2017-07-02 16:25:22.801343329","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-37","2422","3470","Attila","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"2305","2017-07-02 16:25:22.811689841","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-36","2422","3471","Attila","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"2306","2017-07-02 16:25:22.823231994","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-31","2422","3472","Attila","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"2307","2017-07-02 16:25:22.833570794","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-32","2422","3473","Attila","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"2308","2017-07-02 16:25:22.845008575","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-33","2422","3474","Attila","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"2309","2017-07-02 16:25:22.855384709","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-35","2422","3475","Attila","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"2313","2017-07-02 16:25:22.989796720","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-83","2422","3486","Attila","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"2314","2017-07-02 16:25:23.011577452","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-34","2452","3488","Attila","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"2315","2017-07-02 16:25:23.023143964","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-35","2452","3489","Attila","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"2316","2017-07-02 16:25:23.033497507","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-34","2452","3490","Attila","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"2317","2017-07-02 16:25:23.146279916","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-76","2452","3499","Attila","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"2403","2017-07-02 16:25:28.173087912","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-85","2467","127","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2404","2017-07-02 16:25:28.175329959","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-85","2467","128","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2458","2017-07-02 16:25:30.945555862","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-79","2457","3577","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2457","10","","","","","","","","00-10-18,00-90-4c"
"2459","2017-07-02 16:25:30.962003447","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-70","2457","3578","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2457","10","","","","","","","","00-10-18,00-90-4c"
"2464","2017-07-02 16:25:31.028349976","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-73","2432","3582","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2432","5","","","","","","","","00-10-18,00-90-4c"
"2465","2017-07-02 16:25:31.043549368","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-77","2432","3583","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2432","5","","","","","","","","00-10-18,00-90-4c"
"2539","2017-07-02 16:25:36.069823841","7c:11:cb:cf:32:2d","ff:ff:ff:ff:ff:ff","-88","2442","3275","BT ITINTES OO6988","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,DS Parameter set,Extended Supported Rates","","","","2442","7","","","","","","","",""
"2555","2017-07-02 16:25:37.324457731","00:19:fb:69:2b:aa","ff:ff:ff:ff:ff:ff","-92","2422","2742","","1(B),2(B),5.5(B),11(B),9,18,36,54","6,12,24,48","0x11ee","0x13","0x0c00","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10)","","","","2422","3","","","","","","","",""
"2563","2017-07-02 16:25:39.029691062","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-84","2467","155","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2625","2017-07-02 16:25:44.622479721","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-55","2422","3676","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"2626","2017-07-02 16:25:44.637906118","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-55","2422","3677","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"2627","2017-07-02 16:25:44.654403734","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-42","2422","3678","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"2628","2017-07-02 16:25:44.669798317","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-43","2422","3679","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"2630","2017-07-02 16:25:44.750229820","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-71","2452","3684","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"2631","2017-07-02 16:25:44.782117581","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-55","2452","3686","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"2633","2017-07-02 16:25:44.814024217","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-45","2452","3688","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"2637","2017-07-02 16:25:44.845863738","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-30","2452","3690","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"2640","2017-07-02 16:25:44.862959288","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-32","2452","3691","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"2643","2017-07-02 16:25:44.879748297","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-34","2452","3692","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"2644","2017-07-02 16:25:44.895087977","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-34","2452","3693","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"2668","2017-07-02 16:25:47.283428499","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-58","2417","3708","Attila","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2417","2","","","","","","","","00-10-18,00-90-4c"
"2713","2017-07-02 16:25:49.885604521","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-84","2467","182","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2714","2017-07-02 16:25:49.887859125","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-84","2467","183","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2715","2017-07-02 16:25:49.947087969","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-85","2467","184","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2717","2017-07-02 16:25:50.009613675","ec:23:3d:fd:87:ce","30:39:f2:94:c2:53","-85","2467","186","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2749","2017-07-02 16:25:51.715783820","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-84","2422","189","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2750","2017-07-02 16:25:51.718015622","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-84","2422","190","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2753","2017-07-02 16:25:51.777775149","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-81","2422","191","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2754","2017-07-02 16:25:51.780074611","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-82","2422","192","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2755","2017-07-02 16:25:51.839575267","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2422","193","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2760","2017-07-02 16:25:52.086841983","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-87","2452","201","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2452","9","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
